Supplier_ID,Country,Sector,Renewable_Energy_%,Emissions_Scope1_tCO2e,Emissions_Scope2_tCO2e,Emissions_Scope3_tCO2e,Data_Confidence,Last_Audit_Year,High_Risk_Operations,Recycled_Materials_%,Emissions_Trend,Traceability_Score,Risk_Category
SUP08193,Vietnam,Packaging,6,93,301,2832,0.69,2024,No,74,Increasing,0.72,Low
SUP08194,Mexico,Packaging,88,83,376,3639,0.83,2020,No,71,Decreasing,0.81,Low
SUP08195,USA,Textiles,7,899,918,6381,0.63,2023,Yes,26,Decreasing,0.63,Medium
SUP08196,Brazil,Textiles,49,437,650,6251,0.94,2020,No,16,Decreasing,0.93,Low
SUP08197,Thailand,Textiles,77,759,734,4779,0.93,2023,Yes,92,Increasing,1.0,Low
SUP08198,India,Assembly,97,130,595,12304,0.7,2024,No,40,Stable,0.81,Medium
SUP08199,USA,Assembly,12,133,380,6568,0.81,2022,No,4,Increasing,0.82,Low
SUP08200,Germany,Semiconductors,51,430,1976,19672,0.87,2024,Yes,95,Stable,0.85,High
SUP08201,China,Textiles,41,869,738,7052,0.89,2022,Yes,57,Stable,0.97,Low
SUP08202,Vietnam,Assembly,75,116,306,13791,0.86,2021,No,62,Increasing,0.88,Medium
SUP08203,India,Displays,16,425,840,14324,0.97,2023,No,41,Increasing,0.98,Medium
SUP08204,China,Semiconductors,27,596,1933,18449,0.75,2021,Yes,18,Stable,0.8,High
SUP08205,Vietnam,Textiles,88,768,1017,7488,0.97,2022,Yes,61,Stable,0.97,Low
SUP08206,Mexico,Batteries,40,730,1319,19653,0.93,2022,Yes,45,Increasing,0.8,High
SUP08207,India,Packaging,28,71,105,2967,0.66,2023,No,46,Increasing,0.62,Medium
SUP08208,India,Textiles,77,848,1043,4992,0.76,2022,Yes,11,Stable,0.69,Medium
SUP08209,Mexico,Packaging,59,64,293,4730,0.96,2024,No,13,Increasing,0.98,Low
SUP08210,USA,Assembly,46,126,459,13072,0.97,2024,No,95,Increasing,1.0,Medium
SUP08211,Mexico,Packaging,28,64,199,3275,0.71,2024,No,17,Stable,0.86,Low
SUP08212,Vietnam,Assembly,76,85,747,7368,0.61,2024,No,11,Stable,0.62,Medium
SUP08213,Vietnam,Assembly,36,125,438,10036,0.85,2021,No,49,Stable,0.96,Medium
SUP08214,China,Batteries,17,532,1784,18088,0.75,2023,Yes,94,Decreasing,0.61,High
SUP08215,India,Batteries,28,660,1318,18657,0.81,2024,No,83,Decreasing,0.84,High
SUP08216,Thailand,Textiles,6,446,1131,9282,0.96,2021,No,40,Stable,1.0,Medium
SUP08217,India,Packaging,18,52,208,4676,0.73,2023,No,75,Decreasing,0.82,Low
SUP08218,China,Assembly,16,114,354,6333,0.95,2021,No,8,Stable,1.0,Low
SUP08219,Vietnam,Assembly,48,108,722,6701,0.68,2024,No,63,Stable,0.65,Medium
SUP08220,Vietnam,Semiconductors,9,257,1440,13655,0.92,2023,No,12,Stable,1.0,Medium
SUP08221,India,Textiles,66,495,628,7823,0.75,2023,No,84,Stable,0.76,Low
SUP08222,Vietnam,Batteries,37,659,1714,13998,0.91,2021,Yes,40,Stable,1.0,Medium
SUP08223,Brazil,Packaging,77,46,105,3656,0.8,2020,No,0,Increasing,0.9,Low
SUP08224,India,Displays,58,224,601,14089,0.63,2020,No,61,Decreasing,0.46,High
SUP08225,India,Assembly,38,133,418,10291,0.92,2024,No,93,Stable,0.95,Medium
SUP08226,China,Assembly,81,139,688,12044,0.62,2023,No,75,Increasing,0.79,Medium
SUP08227,India,Textiles,32,870,622,7390,0.89,2021,Yes,43,Decreasing,0.84,Low
SUP08228,China,Textiles,19,378,1181,5260,0.74,2024,No,11,Stable,0.63,Medium
SUP08229,China,Batteries,86,913,1522,13331,0.88,2024,Yes,51,Stable,0.74,Medium
SUP08230,India,Packaging,29,63,302,5756,0.61,2021,No,87,Increasing,0.59,Medium
SUP08231,China,Assembly,10,127,647,6554,0.96,2021,No,40,Stable,1.0,Low
SUP08232,India,Packaging,50,87,393,4098,0.91,2022,No,16,Increasing,0.97,Low
SUP08233,USA,Assembly,76,108,557,12704,0.87,2022,No,39,Stable,0.92,Medium
SUP08234,Brazil,Batteries,88,993,1093,15258,0.79,2022,Yes,17,Stable,0.89,Medium
SUP08235,Mexico,Batteries,72,709,1364,17365,0.88,2023,Yes,50,Stable,1.0,High
SUP08236,USA,Packaging,81,68,394,4527,0.65,2020,No,7,Increasing,0.59,Medium
SUP08237,India,Packaging,64,39,117,5835,0.74,2021,No,99,Stable,0.68,Medium
SUP08238,Vietnam,Displays,76,386,528,8756,0.9,2022,No,66,Increasing,0.85,Low
SUP08239,USA,Displays,96,397,912,11718,0.65,2022,No,29,Stable,0.72,Medium
SUP08240,China,Assembly,5,134,756,14258,0.8,2020,No,30,Increasing,0.66,Medium
SUP08241,Germany,Semiconductors,41,413,1120,14750,0.62,2020,No,6,Increasing,0.83,Medium
SUP08242,China,Assembly,98,147,442,11117,0.65,2024,No,28,Increasing,0.45,High
SUP08243,Thailand,Textiles,94,488,672,8708,0.68,2022,No,21,Stable,0.73,Low
SUP08244,Thailand,Batteries,29,533,1125,18115,0.73,2024,No,41,Increasing,0.87,High
SUP08245,Germany,Displays,78,284,936,15542,0.61,2023,No,54,Increasing,0.59,Medium
SUP08246,Germany,Batteries,91,625,1508,16753,0.74,2021,Yes,22,Stable,0.54,High
SUP08247,Thailand,Batteries,85,650,1659,16391,0.87,2021,Yes,60,Decreasing,0.72,High
SUP08248,Brazil,Displays,73,159,722,14600,0.68,2024,No,96,Stable,0.76,Medium
SUP08249,Germany,Batteries,86,719,1194,11561,0.63,2022,Yes,19,Increasing,0.79,Medium
SUP08250,Germany,Textiles,62,372,865,6186,0.83,2024,No,14,Stable,0.83,Low
SUP08251,Thailand,Assembly,30,123,685,6449,0.62,2023,No,3,Decreasing,0.68,Medium
SUP08252,China,Assembly,76,148,327,9851,0.75,2020,No,97,Stable,0.94,Medium
SUP08253,Vietnam,Assembly,5,101,679,11104,0.68,2020,No,75,Decreasing,0.85,Medium
SUP08254,Brazil,Batteries,8,971,1284,17107,0.78,2024,Yes,4,Decreasing,0.72,High
SUP08255,Vietnam,Textiles,28,301,775,4120,0.61,2021,No,0,Stable,0.51,Medium
SUP08256,Germany,Batteries,79,891,1158,16300,0.98,2024,Yes,31,Decreasing,1.0,High
SUP08257,Germany,Packaging,79,49,218,2889,0.67,2021,No,10,Increasing,0.69,Medium
SUP08258,Brazil,Textiles,25,454,531,8806,0.82,2022,No,85,Stable,0.93,Low
SUP08259,Brazil,Semiconductors,57,577,1864,13092,0.61,2022,Yes,57,Increasing,0.67,Medium
SUP08260,USA,Packaging,75,97,217,3148,0.76,2023,No,78,Increasing,0.73,Low
SUP08261,USA,Semiconductors,52,385,1528,19830,0.85,2023,Yes,89,Increasing,0.77,High
SUP08262,India,Packaging,11,59,386,2539,0.6,2021,No,52,Stable,0.55,Medium
SUP08263,India,Packaging,92,70,193,5480,0.94,2023,No,90,Stable,0.97,Low
SUP08264,Mexico,Displays,35,282,511,9279,0.72,2022,No,70,Increasing,0.64,Medium
SUP08265,USA,Packaging,6,68,159,2897,0.66,2021,No,80,Stable,0.6,Medium
SUP08266,China,Assembly,65,105,432,9743,0.96,2020,No,1,Increasing,0.91,Medium
SUP08267,Thailand,Assembly,14,112,376,6912,0.62,2021,No,44,Stable,0.72,Low
SUP08268,Thailand,Textiles,40,847,781,8205,0.97,2024,Yes,29,Increasing,0.89,Low
SUP08269,Thailand,Packaging,79,35,195,5547,0.85,2021,No,91,Stable,0.86,Low
SUP08270,Thailand,Displays,0,332,926,10278,0.69,2023,No,100,Stable,0.64,Medium
SUP08271,USA,Textiles,95,788,822,5078,0.84,2020,Yes,52,Stable,0.85,Low
SUP08272,India,Packaging,79,91,265,4407,0.98,2023,No,48,Increasing,1.0,Low
SUP08273,China,Packaging,55,99,313,2629,0.82,2024,No,45,Increasing,0.84,Low
SUP08274,India,Assembly,63,140,453,14494,0.88,2020,No,40,Stable,0.93,Medium
SUP08275,Vietnam,Displays,45,302,688,14160,0.98,2020,No,98,Stable,1.0,Medium
SUP08276,Brazil,Textiles,94,583,533,5833,0.75,2021,No,77,Increasing,0.78,Low
SUP08277,Brazil,Semiconductors,2,309,1578,15100,0.61,2024,Yes,68,Stable,0.58,Medium
SUP08278,Germany,Packaging,96,37,396,3307,0.74,2021,No,88,Decreasing,0.91,Low
SUP08279,Germany,Displays,11,393,708,11377,0.84,2023,No,27,Stable,0.78,Medium
SUP08280,Mexico,Semiconductors,27,472,1325,11994,0.98,2021,No,48,Stable,0.94,Medium
SUP08281,Thailand,Textiles,74,436,505,5226,0.7,2023,No,52,Increasing,0.71,Low
SUP08282,Thailand,Semiconductors,6,374,1942,19141,0.62,2023,Yes,9,Decreasing,0.69,High
SUP08283,Brazil,Semiconductors,49,554,1380,14307,0.96,2023,No,72,Increasing,1.0,Medium
SUP08284,USA,Textiles,4,422,514,9730,0.61,2023,No,7,Decreasing,0.51,Medium
SUP08285,India,Textiles,5,877,1130,6361,0.93,2020,Yes,82,Decreasing,0.91,Low
SUP08286,Vietnam,Semiconductors,26,427,1697,18061,0.94,2022,Yes,4,Increasing,0.89,High
SUP08287,Mexico,Assembly,63,127,511,8491,0.64,2024,No,90,Decreasing,0.59,Medium
SUP08288,China,Semiconductors,55,449,1587,15063,0.64,2021,Yes,1,Decreasing,0.5,Medium
SUP08289,USA,Batteries,87,993,1238,18182,0.98,2022,Yes,20,Increasing,0.97,High
SUP08290,Brazil,Displays,44,381,767,8593,0.74,2022,No,43,Stable,0.73,Low
SUP08291,Thailand,Semiconductors,64,386,973,12281,0.97,2021,No,20,Stable,1.0,Medium
SUP08292,Brazil,Packaging,33,32,334,2171,0.88,2021,No,27,Stable,0.89,Low
SUP08293,Thailand,Batteries,45,937,1419,19435,0.92,2021,Yes,63,Stable,0.86,High
SUP08294,Brazil,Textiles,18,758,602,9553,0.79,2021,Yes,31,Increasing,0.74,Medium
SUP08295,Brazil,Textiles,37,893,1032,6323,0.94,2023,Yes,76,Stable,1.0,Low
SUP08296,Vietnam,Semiconductors,41,338,1605,13979,0.89,2023,Yes,89,Increasing,0.85,Medium
SUP08297,Thailand,Packaging,9,58,319,3283,0.85,2023,No,76,Stable,0.7,Low
SUP08298,China,Packaging,18,85,113,4403,0.62,2022,No,35,Stable,0.61,Medium
SUP08299,Vietnam,Displays,63,280,796,9960,0.73,2023,No,95,Decreasing,0.8,Medium
SUP08300,Germany,Assembly,29,55,748,8385,0.95,2020,No,96,Increasing,0.96,Low
SUP08301,Thailand,Textiles,78,318,1064,9172,0.61,2024,No,0,Stable,0.72,Medium
SUP08302,Mexico,Displays,16,194,833,15477,0.87,2020,No,34,Stable,0.81,Medium
SUP08303,India,Assembly,0,108,356,7044,0.66,2021,No,33,Stable,0.83,Low
SUP08304,Vietnam,Assembly,89,148,544,8219,0.75,2022,No,75,Stable,0.76,Low
SUP08305,Germany,Batteries,88,656,1552,12770,0.76,2022,Yes,98,Decreasing,0.66,Medium
SUP08306,Germany,Textiles,15,867,869,9239,0.96,2020,Yes,78,Stable,1.0,Medium
SUP08307,China,Assembly,83,125,306,8043,0.92,2021,No,66,Stable,0.84,Low
SUP08308,Mexico,Semiconductors,93,370,1227,10516,0.78,2021,No,69,Increasing,0.84,Medium
SUP08309,India,Semiconductors,98,285,1949,17207,0.87,2020,Yes,94,Stable,0.82,High
SUP08310,Germany,Assembly,75,81,560,10745,0.78,2023,No,24,Stable,0.67,Medium
SUP08311,USA,Batteries,71,672,1352,18611,0.77,2022,No,74,Stable,0.79,High
SUP08312,India,Packaging,39,90,188,3856,0.82,2021,No,25,Increasing,0.71,Low
SUP08313,Mexico,Packaging,8,77,321,3888,0.88,2020,No,58,Stable,0.93,Low
SUP08314,China,Assembly,25,75,344,13184,0.68,2021,No,40,Stable,0.67,Medium
SUP08315,India,Semiconductors,48,331,872,14471,0.93,2021,No,26,Stable,1.0,Medium
SUP08316,Mexico,Semiconductors,92,406,1349,12882,0.68,2023,No,69,Decreasing,0.61,Medium
SUP08317,Thailand,Displays,86,467,582,8193,0.85,2024,No,15,Stable,0.7,Low
SUP08318,USA,Semiconductors,13,461,1844,18107,0.89,2022,Yes,7,Decreasing,0.95,High
SUP08319,India,Packaging,29,45,366,4754,0.68,2022,No,88,Increasing,0.75,Low
SUP08320,Thailand,Displays,9,398,616,10324,0.74,2024,No,70,Stable,0.6,Medium
SUP08321,Vietnam,Semiconductors,21,267,866,19796,0.69,2021,No,2,Stable,0.65,High
SUP08322,Thailand,Displays,85,335,623,12956,0.61,2021,No,20,Stable,0.5,Medium
SUP08323,Brazil,Textiles,53,747,1169,6692,0.7,2022,Yes,68,Stable,0.48,High
SUP08324,Mexico,Packaging,75,68,399,2324,0.8,2024,No,96,Stable,0.85,Low
SUP08325,Brazil,Batteries,29,902,1569,11032,0.94,2020,Yes,27,Stable,0.83,Medium
SUP08326,Brazil,Displays,12,397,893,14455,0.85,2020,No,10,Increasing,0.76,Medium
SUP08327,India,Batteries,89,529,1255,14686,0.72,2020,No,47,Increasing,0.92,Medium
SUP08328,Mexico,Displays,90,427,664,11158,0.79,2023,No,0,Stable,0.69,Medium
SUP08329,USA,Batteries,19,573,1633,17126,0.67,2022,Yes,30,Decreasing,0.87,High
SUP08330,China,Assembly,18,113,729,6511,0.71,2022,No,88,Stable,0.48,High
SUP08331,Thailand,Packaging,8,94,317,5801,0.8,2023,No,60,Stable,0.62,Medium
SUP08332,Brazil,Textiles,93,760,1079,6050,0.81,2020,Yes,9,Stable,0.86,Low
SUP08333,Mexico,Batteries,56,519,1471,14224,0.9,2021,No,67,Increasing,0.83,Medium
SUP08334,Germany,Packaging,30,94,124,3711,0.68,2021,No,76,Decreasing,0.82,Low
SUP08335,Mexico,Semiconductors,8,519,1636,14125,0.86,2024,Yes,12,Increasing,0.69,Medium
SUP08336,Vietnam,Textiles,96,855,868,5552,0.87,2024,Yes,45,Decreasing,0.82,Low
SUP08337,USA,Assembly,63,63,499,10244,0.94,2022,No,83,Stable,1.0,Medium
SUP08338,USA,Assembly,41,55,758,13717,0.94,2021,No,58,Stable,1.0,Medium
SUP08339,India,Packaging,81,49,308,3915,0.76,2024,No,59,Stable,0.67,Medium
SUP08340,Brazil,Semiconductors,79,330,1594,17197,0.88,2023,Yes,37,Increasing,1.0,High
SUP08341,Germany,Packaging,60,68,225,2214,0.79,2020,No,92,Stable,0.91,Low
SUP08342,Brazil,Packaging,90,31,173,4609,0.82,2024,No,89,Stable,0.51,Medium
SUP08343,Vietnam,Textiles,16,828,588,9258,0.8,2021,Yes,80,Stable,0.7,Medium
SUP08344,India,Assembly,11,120,371,12536,0.75,2022,No,15,Increasing,0.86,Medium
SUP08345,Thailand,Batteries,70,636,1337,10081,0.95,2021,No,95,Increasing,1.0,Medium
SUP08346,Vietnam,Displays,52,261,835,11592,0.74,2020,No,41,Stable,0.66,Medium
SUP08347,China,Textiles,34,310,997,8816,0.69,2020,No,31,Stable,0.6,Medium
SUP08348,Germany,Packaging,38,97,228,2537,0.72,2022,No,61,Increasing,0.99,Low
SUP08349,India,Packaging,76,48,399,5734,0.93,2021,No,2,Increasing,0.89,Low
SUP08350,Thailand,Packaging,42,34,383,5815,0.92,2024,No,65,Stable,0.78,Low
SUP08351,Brazil,Semiconductors,21,520,1410,14852,0.65,2020,No,88,Stable,0.77,Medium
SUP08352,Vietnam,Textiles,39,719,746,9876,0.8,2024,Yes,96,Increasing,0.74,Medium
SUP08353,USA,Textiles,75,652,895,9136,0.81,2023,No,7,Increasing,0.86,Medium
SUP08354,Thailand,Packaging,53,59,254,3807,0.61,2021,No,87,Stable,0.47,High
SUP08355,USA,Packaging,16,79,252,5388,0.7,2022,No,95,Stable,0.67,Medium
SUP08356,Germany,Packaging,72,71,372,5676,0.89,2024,No,2,Increasing,0.84,Low
SUP08357,Mexico,Assembly,72,103,639,10604,0.84,2020,No,39,Stable,0.73,Medium
SUP08358,India,Assembly,89,103,618,11991,0.77,2023,No,72,Decreasing,0.85,Medium
SUP08359,India,Textiles,83,447,1128,9186,0.92,2022,No,48,Decreasing,1.0,Medium
SUP08360,Brazil,Batteries,43,856,1414,16135,0.78,2020,Yes,40,Increasing,0.86,High
SUP08361,Germany,Batteries,45,660,1536,19916,0.99,2022,Yes,51,Stable,0.79,High
SUP08362,Vietnam,Semiconductors,30,222,1535,10893,0.96,2023,Yes,44,Stable,1.0,Medium
SUP08363,Vietnam,Semiconductors,93,280,1191,17181,0.97,2022,No,21,Decreasing,1.0,High
SUP08364,China,Displays,34,379,823,12423,0.99,2020,No,88,Decreasing,1.0,Medium
SUP08365,Germany,Assembly,11,81,551,8910,0.82,2022,No,72,Decreasing,0.88,Low
SUP08366,Vietnam,Packaging,37,91,191,4331,0.94,2020,No,1,Decreasing,1.0,Low
SUP08367,India,Displays,55,420,501,15841,0.85,2022,No,60,Stable,0.71,Medium
SUP08368,China,Semiconductors,74,388,1498,13974,0.92,2022,No,13,Stable,0.89,Medium
SUP08369,India,Packaging,90,36,166,5811,0.73,2021,No,52,Stable,0.66,Medium
SUP08370,India,Semiconductors,25,279,1235,14296,0.85,2023,No,59,Increasing,0.85,Medium
SUP08371,Brazil,Textiles,38,581,783,6304,0.61,2023,No,76,Stable,0.78,Low
SUP08372,Brazil,Displays,46,480,798,13561,0.95,2020,No,92,Stable,1.0,Medium
SUP08373,Vietnam,Displays,54,215,701,10642,0.87,2024,No,49,Increasing,0.68,Medium
SUP08374,India,Semiconductors,42,265,1442,10415,0.79,2023,No,77,Stable,0.86,Medium
SUP08375,Brazil,Textiles,39,771,902,6594,0.76,2021,Yes,100,Decreasing,0.78,Low
SUP08376,China,Semiconductors,46,311,1411,14710,0.94,2023,No,25,Increasing,0.94,Medium
SUP08377,Vietnam,Batteries,48,938,1349,10211,0.82,2020,Yes,26,Stable,0.83,Medium
SUP08378,China,Semiconductors,58,432,1891,10345,0.99,2023,Yes,46,Stable,1.0,Medium
SUP08379,India,Assembly,63,115,617,14084,0.89,2024,No,56,Stable,0.9,Medium
SUP08380,Thailand,Packaging,60,52,129,3560,0.94,2021,No,42,Stable,1.0,Low
SUP08381,Mexico,Semiconductors,57,253,1366,17984,0.68,2021,No,35,Stable,0.77,High
SUP08382,Mexico,Batteries,36,885,1697,12731,0.61,2021,Yes,53,Decreasing,0.66,Medium
SUP08383,Vietnam,Batteries,21,960,1108,18470,0.62,2021,Yes,12,Increasing,0.69,High
SUP08384,Mexico,Batteries,55,751,1587,19002,0.85,2024,Yes,20,Stable,0.99,High
SUP08385,Vietnam,Assembly,33,115,574,8373,0.76,2024,No,81,Decreasing,0.75,Low
SUP08386,Mexico,Packaging,58,69,215,4515,0.6,2023,No,90,Increasing,0.57,Medium
SUP08387,Vietnam,Assembly,62,70,700,8766,0.77,2020,No,33,Stable,0.86,Low
SUP08388,USA,Packaging,24,79,209,4090,0.64,2023,No,1,Stable,0.65,Medium
SUP08389,Mexico,Displays,8,240,962,14709,0.71,2024,No,24,Increasing,0.79,Medium
SUP08390,Germany,Semiconductors,26,347,1492,15629,0.89,2023,No,17,Stable,0.86,Medium
SUP08391,India,Textiles,92,725,835,5747,0.89,2021,Yes,46,Stable,0.93,Low
SUP08392,Thailand,Displays,99,340,646,11743,0.95,2023,No,74,Stable,1.0,Medium
SUP08393,Brazil,Packaging,70,80,332,2058,0.62,2023,No,31,Increasing,0.56,Medium
SUP08394,Mexico,Batteries,90,526,1407,17299,0.6,2020,No,84,Stable,0.61,High
SUP08395,Germany,Textiles,19,626,566,4251,0.62,2024,No,58,Stable,0.6,Medium
SUP08396,USA,Packaging,62,60,299,3457,0.69,2023,No,11,Stable,0.6,Medium
SUP08397,Brazil,Textiles,93,580,986,5769,0.71,2020,No,66,Decreasing,0.89,Low
SUP08398,USA,Assembly,43,115,369,8311,0.94,2020,No,15,Increasing,1.0,Low
SUP08399,India,Packaging,26,35,175,4466,0.81,2020,No,59,Stable,0.82,Low
SUP08400,India,Displays,79,259,544,15250,0.72,2023,No,70,Increasing,0.66,Medium
SUP08401,Vietnam,Semiconductors,99,251,1017,15005,0.69,2021,No,4,Increasing,0.57,Medium
SUP08402,Vietnam,Semiconductors,76,320,811,12146,0.81,2021,No,88,Stable,0.87,Medium
SUP08403,Vietnam,Assembly,17,131,719,14357,0.89,2020,No,35,Increasing,0.9,Medium
SUP08404,India,Packaging,28,33,158,5497,0.83,2021,No,85,Decreasing,0.78,Low
SUP08405,Vietnam,Assembly,15,92,648,9270,0.69,2023,No,49,Stable,0.85,Medium
SUP08406,Brazil,Textiles,31,887,993,7931,0.71,2020,Yes,92,Increasing,0.44,High
SUP08407,Brazil,Displays,70,461,918,8282,0.91,2020,No,10,Increasing,1.0,Low
SUP08408,USA,Batteries,5,971,1482,16062,0.78,2021,Yes,18,Stable,0.64,High
SUP08409,Thailand,Displays,47,211,884,14793,0.79,2023,No,71,Increasing,0.78,Medium
SUP08410,Germany,Packaging,26,48,310,3696,0.86,2020,No,53,Stable,0.97,Low
SUP08411,Mexico,Semiconductors,7,529,1593,17248,0.66,2024,Yes,82,Stable,0.82,High
SUP08412,USA,Displays,16,295,867,14341,0.97,2020,No,50,Decreasing,1.0,Medium
SUP08413,China,Packaging,36,68,190,4522,0.88,2020,No,24,Increasing,0.91,Low
SUP08414,India,Textiles,18,542,1091,4318,0.7,2020,No,22,Decreasing,0.79,Low
SUP08415,USA,Packaging,85,50,389,2230,0.91,2024,No,60,Stable,0.83,Low
SUP08416,Vietnam,Textiles,24,472,794,7880,0.8,2020,No,25,Stable,0.84,Low
SUP08417,China,Semiconductors,56,409,1258,13107,1.0,2022,No,49,Increasing,0.84,Medium
SUP08418,Germany,Textiles,2,802,1190,4192,0.71,2021,Yes,58,Increasing,0.67,Medium
SUP08419,Thailand,Assembly,56,117,304,6181,0.63,2022,No,98,Stable,0.55,Medium
SUP08420,Germany,Packaging,55,37,116,2101,0.76,2021,No,37,Stable,0.77,Low
SUP08421,Brazil,Displays,36,248,582,9292,0.78,2023,No,88,Increasing,0.83,Medium
SUP08422,India,Packaging,48,60,253,3947,0.91,2023,No,9,Stable,0.9,Low
SUP08423,Germany,Textiles,90,352,636,4149,0.69,2023,No,76,Stable,0.67,Medium
SUP08424,Brazil,Displays,52,365,834,14508,0.93,2023,No,38,Decreasing,0.95,Medium
SUP08425,India,Batteries,92,729,1417,15069,0.64,2021,Yes,8,Increasing,0.67,Medium
SUP08426,India,Semiconductors,100,220,1929,10030,0.81,2023,Yes,76,Stable,0.72,Medium
SUP08427,Germany,Textiles,32,396,1093,9911,0.95,2021,No,69,Increasing,1.0,Medium
SUP08428,Thailand,Semiconductors,90,446,1583,11986,0.99,2022,Yes,24,Stable,0.95,Medium
SUP08429,India,Textiles,62,548,1037,9777,0.72,2023,No,13,Decreasing,0.76,Medium
SUP08430,India,Semiconductors,67,229,1966,11080,0.7,2020,Yes,80,Increasing,0.68,Medium
SUP08431,Thailand,Assembly,33,143,579,9256,0.85,2023,No,30,Stable,0.7,Low
SUP08432,USA,Textiles,64,814,603,9723,0.79,2024,Yes,41,Stable,0.65,Medium
SUP08433,India,Displays,5,330,892,12078,0.86,2023,No,23,Increasing,0.92,Medium
SUP08434,China,Packaging,96,83,198,2975,0.62,2021,No,10,Increasing,0.31,High
SUP08435,Brazil,Semiconductors,37,311,1709,18726,0.95,2024,Yes,80,Stable,0.93,High
SUP08436,Brazil,Displays,50,244,844,13873,1.0,2021,No,46,Decreasing,1.0,Medium
SUP08437,Brazil,Batteries,74,899,1354,14145,0.8,2020,Yes,84,Stable,0.86,Medium
SUP08438,China,Textiles,95,507,893,8574,0.98,2024,No,19,Increasing,0.94,Low
SUP08439,Thailand,Semiconductors,93,424,1970,13563,0.92,2024,Yes,41,Decreasing,0.75,Medium
SUP08440,USA,Batteries,91,550,1486,12380,0.86,2022,No,4,Stable,1.0,Medium
SUP08441,India,Assembly,70,136,777,9941,0.85,2023,No,52,Increasing,0.89,Medium
SUP08442,Mexico,Textiles,98,796,519,6358,0.96,2024,Yes,14,Stable,0.91,Low
SUP08443,Germany,Batteries,55,971,1017,13466,0.61,2020,Yes,48,Stable,0.49,High
SUP08444,USA,Batteries,7,673,1729,16766,0.92,2023,Yes,59,Increasing,0.87,High
SUP08445,China,Packaging,92,42,220,5090,0.73,2020,No,32,Stable,0.8,Low
SUP08446,Mexico,Packaging,42,50,250,3346,0.94,2023,No,89,Increasing,0.95,Low
SUP08447,Thailand,Batteries,36,761,1584,10404,0.77,2020,Yes,15,Stable,0.79,Medium
SUP08448,Mexico,Semiconductors,49,281,1362,18533,0.66,2023,No,65,Stable,0.58,High
SUP08449,China,Textiles,97,514,796,6460,0.94,2024,No,69,Increasing,0.96,Low
SUP08450,Vietnam,Packaging,40,53,237,4937,0.69,2020,No,32,Stable,0.84,Low
SUP08451,Germany,Packaging,47,56,135,4809,0.81,2023,No,30,Stable,0.69,Medium
SUP08452,USA,Packaging,85,75,251,4940,0.6,2023,No,83,Stable,0.55,Medium
SUP08453,USA,Textiles,39,523,705,9193,0.74,2023,No,100,Decreasing,0.69,Medium
SUP08454,Mexico,Packaging,58,46,198,2540,0.69,2021,No,82,Decreasing,0.94,Low
SUP08455,China,Textiles,14,748,798,9217,0.72,2022,Yes,72,Stable,0.66,Medium
SUP08456,Mexico,Assembly,44,67,712,8026,0.63,2022,No,57,Decreasing,0.58,Medium
SUP08457,Mexico,Packaging,81,44,389,3955,0.93,2023,No,68,Increasing,0.98,Low
SUP08458,USA,Semiconductors,78,401,1625,13578,0.65,2023,Yes,0,Stable,0.75,Medium
SUP08459,USA,Semiconductors,17,432,1251,12293,0.96,2024,No,89,Stable,0.94,Medium
SUP08460,USA,Packaging,5,32,144,4645,0.77,2020,No,56,Increasing,0.73,Low
SUP08461,China,Packaging,15,44,282,3471,0.88,2020,No,44,Stable,0.92,Low
SUP08462,China,Packaging,8,84,288,2720,0.81,2024,No,8,Stable,0.72,Low
SUP08463,Mexico,Semiconductors,78,367,841,12101,0.74,2024,No,89,Stable,0.88,Medium
SUP08464,Germany,Batteries,30,557,1516,16690,0.85,2020,Yes,56,Increasing,1.0,High
SUP08465,Mexico,Semiconductors,20,514,1163,13916,0.65,2022,No,98,Stable,0.59,Medium
SUP08466,China,Batteries,69,532,1200,19812,0.72,2021,No,73,Stable,0.55,High
SUP08467,USA,Packaging,3,64,177,2185,0.64,2021,No,92,Increasing,0.63,Medium
SUP08468,Mexico,Batteries,71,714,1514,13959,0.69,2023,Yes,37,Stable,0.59,Medium
SUP08469,USA,Semiconductors,71,416,1390,16928,0.91,2020,No,93,Increasing,1.0,High
SUP08470,Brazil,Packaging,20,59,139,3020,0.85,2023,No,80,Increasing,0.74,Low
SUP08471,USA,Assembly,40,53,617,8016,0.85,2021,No,40,Increasing,0.8,Low
SUP08472,Germany,Semiconductors,68,561,1268,14157,0.67,2020,No,4,Stable,0.4,High
SUP08473,Brazil,Semiconductors,31,439,1441,15283,0.72,2023,No,44,Increasing,0.75,Medium
SUP08474,USA,Displays,61,268,786,11165,0.86,2022,No,68,Stable,0.79,Medium
SUP08475,China,Packaging,2,49,112,3077,0.85,2022,No,37,Stable,0.88,Low
SUP08476,India,Semiconductors,48,308,1352,11917,0.95,2023,No,81,Stable,0.99,Medium
SUP08477,Mexico,Displays,40,306,855,12611,0.77,2023,No,91,Stable,0.71,Medium
SUP08478,Mexico,Assembly,36,68,415,12489,0.67,2024,No,76,Increasing,0.67,Medium
SUP08479,Mexico,Displays,11,415,993,12009,0.74,2024,No,91,Stable,0.68,Medium
SUP08480,India,Packaging,0,86,348,4465,0.76,2021,No,31,Increasing,0.68,Medium
