Supplier_ID,Country,Product_Type,Units_Produced,Material_Type,Reported_Emissions_kgCO2e,Emission_Factor,Source,Data_Confidence,ThirdParty_Estimate,Report_Month,Green_Certified,Prior_Violations,Audit_Score
SUP1752,Germany,Battery,50322,Silicon,43994.5,0.96,Internal,Medium,17934.8,2022-08,0,0,87
SUP1753,Vietnam,Screen,56956,Plastic,72177.0,1.23,Hybrid,Medium,74259.9,2023-10,0,0,54
SUP1754,USA,Chipset,41498,Lithium,58644.3,1.12,Hybrid,Low,54370.2,2022-02,1,0,87
SUP1755,USA,Battery,71423,Lithium,124316.1,1.83,Internal,Medium,110367.5,2022-03,1,0,66
SUP1756,Germany,Chipset,13460,Glass,41805.1,3.03,Internal,Low,34482.1,2023-01,0,0,84
SUP1757,China,Screen,89747,Plastic,241743.3,2.52,Hybrid,Medium,306540.5,2022-05,0,0,95
SUP1758,USA,Camera,25855,Plastic,42972.9,1.62,Hybrid,High,49479.6,2023-10,0,0,93
SUP1759,Germany,Battery,33210,Glass,76987.4,2.05,3rdParty,Medium,84023.9,2023-12,0,0,76
SUP1760,India,Screen,47870,Silicon,27389.9,0.57,3rdParty,Medium,18677.7,2023-03,0,0,98
SUP1761,Germany,Frame,51572,Plastic,177663.5,2.8,Hybrid,Medium,170273.3,2022-08,0,0,60
SUP1762,Germany,Camera,8253,Lithium,11452.3,1.85,3rdParty,Medium,17510.2,2024-02,0,0,70
SUP1763,Germany,Chipset,15662,Lithium,34222.6,2.39,3rdParty,Medium,38605.7,2022-05,0,0,73
SUP1764,China,Screen,34541,Lithium,64172.4,1.87,Hybrid,Medium,81572.6,2023-11,0,0,52
SUP1765,India,Chipset,88211,Aluminium,204590.5,3.0,3rdParty,Medium,318047.0,2023-01,1,0,99
SUP1766,India,Screen,22730,Plastic,51432.2,2.81,Internal,High,63170.6,2022-09,1,1,51
SUP1767,Germany,Frame,4591,Silicon,14901.8,3.46,Hybrid,High,11949.8,2023-09,0,0,80
SUP1768,USA,Chipset,2780,Lithium,4313.2,2.35,3rdParty,Medium,6117.4,2022-04,0,0,50
SUP1769,China,Battery,73328,Lithium,214956.2,2.05,Internal,Low,168715.0,2022-05,0,1,63
SUP1770,China,Chipset,33963,Aluminium,126424.3,2.87,3rdParty,High,105045.5,2022-10,1,0,74
SUP1771,Germany,Screen,35019,Silicon,84064.4,2.75,Hybrid,Low,111422.0,2023-07,0,0,65
SUP1772,China,Screen,55327,Lithium,51166.4,0.99,3rdParty,Medium,63330.5,2022-10,1,0,50
SUP1773,Vietnam,Battery,52048,Glass,35032.7,0.52,3rdParty,Low,28984.3,2022-06,1,0,94
SUP1774,Vietnam,Camera,35296,Aluminium,100008.1,2.18,Internal,High,79883.4,2024-02,0,0,81
SUP1775,USA,Chipset,6580,Aluminium,12745.3,1.76,3rdParty,Medium,13476.3,2022-02,0,1,97
SUP1776,Germany,Camera,73153,Lithium,67629.8,1.04,Internal,Medium,73215.7,2022-09,0,1,85
SUP1777,China,Frame,19676,Plastic,80066.1,3.25,3rdParty,Medium,64146.0,2023-08,0,0,65
SUP1778,Germany,Battery,96201,Lithium,101658.0,1.14,Internal,Medium,123324.2,2024-02,0,0,83
SUP1779,China,Battery,25111,Lithium,69271.1,2.97,Hybrid,Low,67047.6,2023-11,0,0,94
SUP1780,Vietnam,Battery,17267,Silicon,10980.6,0.74,3rdParty,Medium,18949.0,2023-03,0,0,69
SUP1781,Germany,Screen,93604,Silicon,259360.6,2.88,3rdParty,Medium,259490.0,2023-09,1,0,95
SUP1782,Vietnam,Screen,35890,Plastic,103025.5,3.43,Hybrid,Medium,134325.6,2023-07,0,0,77
SUP1783,China,Frame,19095,Glass,27040.4,1.47,3rdParty,Low,35284.9,2023-03,1,0,66
SUP1784,China,Screen,44832,Silicon,70233.5,1.25,Hybrid,Medium,67365.0,2023-04,1,0,66
SUP1785,Germany,Screen,22770,Glass,27560.6,1.75,3rdParty,High,52349.0,2024-02,1,1,57
SUP1786,USA,Frame,77286,Aluminium,94458.5,1.34,Hybrid,Low,90276.8,2023-01,1,1,68
SUP1787,Germany,Camera,56904,Lithium,96731.0,2.19,3rdParty,Medium,92345.7,2022-11,0,0,84
SUP1788,India,Frame,36843,Aluminium,116187.1,2.93,3rdParty,Medium,134029.5,2023-04,1,1,54
SUP1789,China,Screen,21662,Silicon,35463.6,2.33,3rdParty,Low,51686.5,2023-08,0,1,68
SUP1790,Vietnam,Camera,16225,Lithium,46143.0,3.45,Internal,Low,44361.4,2023-04,0,0,64
SUP1791,China,Screen,64763,Glass,42094.6,0.82,Internal,Low,63917.1,2023-08,0,0,66
SUP1792,China,Battery,56779,Aluminium,159118.8,2.1,3rdParty,Medium,84821.9,2023-11,0,0,82
SUP1793,China,Camera,53882,Glass,137586.1,2.38,3rdParty,Low,93715.7,2023-09,1,0,82
SUP1794,Germany,Camera,61797,Plastic,248434.1,3.04,Internal,High,187716.1,2023-08,0,0,56
SUP1795,USA,Camera,16797,Silicon,41303.6,1.69,3rdParty,Medium,38614.7,2024-01,1,0,88
SUP1796,Vietnam,Chipset,11967,Lithium,17252.4,1.75,Hybrid,Medium,27639.9,2023-12,0,0,50
SUP1797,USA,Battery,57063,Glass,45292.6,1.18,Hybrid,High,61610.9,2023-06,0,0,87
SUP1798,USA,Frame,11223,Plastic,17176.2,1.66,Hybrid,Medium,26523.4,2023-01,0,0,85
SUP1799,USA,Chipset,12055,Silicon,45250.5,3.29,Hybrid,High,45838.0,2023-06,0,0,91
SUP1800,Vietnam,Chipset,57488,Glass,173543.8,2.43,Hybrid,High,169983.0,2022-02,1,1,78
SUP1801,Vietnam,Camera,92987,Aluminium,206424.3,2.62,Internal,Low,195875.2,2023-01,1,0,51
SUP1802,China,Battery,10466,Plastic,8466.7,1.08,Hybrid,Medium,13374.7,2023-01,0,0,50
SUP1803,China,Frame,75155,Plastic,57730.3,1.14,3rdParty,Medium,77810.3,2022-09,0,0,62
SUP1804,China,Screen,96729,Silicon,111759.9,1.26,Hybrid,High,121628.2,2023-05,0,0,82
SUP1805,Vietnam,Battery,48458,Lithium,88608.1,1.91,3rdParty,Low,96640.5,2022-10,1,0,90
SUP1806,Germany,Chipset,52993,Glass,139074.9,2.37,Hybrid,Medium,73724.4,2024-02,1,0,74
SUP1807,Vietnam,Chipset,59013,Glass,127809.1,2.47,3rdParty,Medium,148335.0,2022-03,1,0,77
SUP1808,Germany,Frame,18693,Plastic,26013.7,1.28,3rdParty,Medium,26446.4,2023-06,0,1,98
SUP1809,Vietnam,Frame,57087,Plastic,145378.3,2.16,3rdParty,Low,112750.3,2023-05,1,1,75
SUP1810,USA,Battery,14727,Aluminium,33223.3,1.97,3rdParty,High,25154.2,2022-12,1,0,55
SUP1811,India,Chipset,37182,Plastic,88551.7,2.2,Internal,Medium,70450.5,2023-12,0,0,80
SUP1812,USA,Chipset,75944,Lithium,72287.1,0.82,Hybrid,Low,50870.9,2023-12,0,0,82
SUP1813,China,Screen,1440,Lithium,2785.9,1.6,Hybrid,Low,2933.4,2022-09,0,0,92
SUP1814,Germany,Screen,34948,Lithium,120528.4,2.94,Internal,Medium,87525.3,2023-03,0,0,70
SUP1815,Vietnam,Chipset,66195,Silicon,140213.3,1.99,3rdParty,Medium,182295.4,2022-09,0,0,81
SUP1816,China,Chipset,48800,Glass,43244.5,1.09,Hybrid,Medium,44281.6,2023-01,0,0,73
SUP1817,India,Chipset,32276,Plastic,58549.6,1.65,3rdParty,High,43985.6,2022-06,0,0,90
SUP1818,Vietnam,Chipset,96930,Glass,217542.7,3.04,Hybrid,Medium,313827.5,2022-11,0,0,87
SUP1819,Germany,Screen,84805,Glass,126789.7,1.27,Hybrid,Low,120255.7,2023-06,0,0,88
SUP1820,China,Screen,16945,Plastic,19013.9,1.31,Internal,Medium,21505.6,2022-09,0,0,52
SUP1821,China,Frame,88329,Plastic,197251.0,2.37,3rdParty,Medium,216931.1,2024-02,0,0,76
SUP1822,India,Battery,76922,Aluminium,205386.6,2.58,3rdParty,High,129349.0,2023-05,0,0,76
SUP1823,USA,Screen,36989,Glass,104721.8,2.87,Internal,Medium,118615.3,2022-09,1,0,74
SUP1824,USA,Battery,53798,Silicon,129938.3,1.83,Internal,Medium,113289.4,2022-08,0,1,53
SUP1825,Germany,Camera,56103,Plastic,266857.3,3.09,3rdParty,High,192468.2,2023-09,0,1,67
SUP1826,India,Camera,94925,Lithium,169470.2,1.51,3rdParty,Medium,144102.6,2023-09,1,0,94
SUP1827,India,Frame,23333,Glass,50484.1,2.45,3rdParty,Low,45069.0,2023-06,0,1,80
SUP1828,Vietnam,Battery,20336,Lithium,65506.1,3.05,3rdParty,Medium,90138.8,2022-02,0,1,95
SUP1829,Germany,Chipset,58389,Lithium,54743.4,0.88,Hybrid,Low,71677.5,2022-02,0,0,91
SUP1830,India,Battery,31580,Glass,88345.2,2.91,Internal,Medium,71208.5,2023-01,1,0,85
SUP1831,USA,Screen,53771,Silicon,69855.1,1.13,3rdParty,Medium,77104.1,2022-02,0,1,96
SUP1832,Vietnam,Frame,84290,Aluminium,84337.6,1.54,3rdParty,High,128142.9,2022-08,0,0,56
SUP1833,USA,Battery,27485,Lithium,69348.2,2.07,Internal,Medium,59850.1,2022-02,0,1,90
SUP1834,Germany,Battery,4491,Glass,11349.1,2.22,Hybrid,Medium,10787.8,2024-01,0,0,64
SUP1835,USA,Screen,67940,Plastic,238487.0,3.0,3rdParty,Medium,246038.9,2023-01,0,0,59
SUP1836,China,Battery,77759,Silicon,52762.9,0.72,Hybrid,Low,81159.3,2022-06,0,1,88
SUP1837,China,Battery,37719,Plastic,74889.1,1.87,3rdParty,High,54356.3,2023-02,1,1,61
SUP1838,India,Chipset,89941,Aluminium,78390.6,0.9,3rdParty,Medium,96656.8,2023-05,0,0,88
SUP1839,Germany,Battery,91341,Plastic,211606.5,2.79,Hybrid,Medium,213531.9,2023-06,0,0,69
SUP1840,USA,Screen,8802,Plastic,11303.0,1.0,Internal,Medium,9034.9,2023-11,0,0,62
SUP1841,Germany,Chipset,80858,Aluminium,97864.4,1.09,3rdParty,Medium,80773.2,2023-12,0,0,93
SUP1842,India,Battery,69344,Plastic,214688.1,2.32,Internal,High,208874.0,2023-07,0,0,89
SUP1843,Vietnam,Camera,75855,Silicon,96390.2,1.26,Internal,Medium,63774.4,2024-02,0,1,97
SUP1844,Vietnam,Camera,75526,Lithium,213230.9,3.17,3rdParty,Medium,236837.9,2022-02,0,1,60
SUP1845,Germany,Battery,85437,Plastic,224519.4,2.4,3rdParty,Medium,203749.4,2022-09,0,0,60
SUP1846,China,Camera,59473,Aluminium,197550.2,2.51,Hybrid,Low,187614.6,2022-07,0,0,93
SUP1847,Germany,Screen,44315,Silicon,39092.8,1.46,Internal,Medium,41126.4,2022-11,0,0,57
SUP1848,India,Screen,69099,Plastic,158937.2,1.72,3rdParty,Medium,94634.1,2023-02,0,0,86
SUP1849,Vietnam,Screen,34709,Aluminium,76342.1,2.22,3rdParty,Medium,84517.3,2024-02,0,0,71
SUP1850,India,Screen,95593,Plastic,145957.7,1.98,Hybrid,Medium,163608.7,2023-10,1,0,74
SUP1851,China,Screen,59360,Plastic,36279.5,0.62,3rdParty,High,46997.5,2023-04,1,1,83
SUP1852,USA,Camera,11068,Glass,18859.1,1.85,Internal,Medium,17903.7,2022-06,0,0,93
SUP1853,Germany,Frame,10335,Lithium,11369.4,1.2,Internal,High,15469.0,2023-07,0,0,82
SUP1854,China,Battery,85297,Plastic,53663.1,0.88,3rdParty,High,96810.6,2022-09,0,0,86
SUP1855,Vietnam,Frame,61746,Silicon,162712.5,2.45,3rdParty,Medium,152287.8,2022-12,0,0,99
SUP1856,India,Screen,28293,Plastic,10177.0,0.53,Internal,High,9795.3,2022-03,0,0,81
SUP1857,Vietnam,Screen,28476,Lithium,91334.3,3.07,Internal,Medium,93246.7,2022-11,1,1,51
SUP1858,Germany,Frame,38282,Plastic,45972.4,1.17,3rdParty,Medium,39212.1,2022-02,1,0,54
SUP1859,India,Screen,47666,Plastic,177401.3,3.24,3rdParty,Medium,154266.4,2023-10,0,0,85
SUP1860,USA,Screen,42850,Lithium,62849.2,1.45,Internal,Medium,59822.1,2022-08,1,0,74
SUP1861,Vietnam,Camera,71258,Glass,222700.6,2.57,Hybrid,Medium,160915.5,2023-03,1,0,88
SUP1862,Germany,Frame,31008,Lithium,56460.2,2.14,Hybrid,Low,43519.7,2022-03,1,0,78
SUP1863,USA,Battery,32566,Plastic,80476.3,3.08,3rdParty,High,103727.6,2023-11,1,0,98
SUP1864,India,Frame,23580,Plastic,64290.7,3.03,Internal,High,63762.3,2023-01,0,0,62
SUP1865,India,Chipset,63931,Lithium,271066.3,2.83,Hybrid,High,243366.2,2022-09,0,0,93
SUP1866,Vietnam,Battery,37725,Aluminium,19355.6,0.57,Hybrid,High,27159.8,2022-02,1,0,66
SUP1867,India,Camera,73036,Plastic,67942.2,1.16,3rdParty,Medium,63418.3,2023-09,1,0,75
SUP1868,USA,Chipset,81291,Glass,105595.8,1.32,Hybrid,Medium,141905.6,2023-09,1,0,77
SUP1869,China,Camera,98158,Aluminium,176029.0,2.7,Hybrid,Medium,218985.2,2023-08,0,0,53
SUP1870,India,Battery,77830,Glass,78120.3,0.81,Hybrid,High,76520.1,2022-04,1,0,93
SUP1871,Vietnam,Chipset,5920,Silicon,8270.2,1.82,Hybrid,Medium,10611.1,2023-07,0,0,55
SUP1872,China,Battery,67635,Plastic,145744.1,2.03,Internal,Medium,146706.1,2024-02,0,1,55
SUP1873,India,Battery,78853,Silicon,191193.1,2.36,Hybrid,Low,188947.4,2022-07,1,0,92
SUP1874,India,Screen,6906,Silicon,20474.5,3.33,Hybrid,Low,18544.8,2022-03,1,0,71
SUP1875,China,Camera,81946,Plastic,276165.2,3.03,3rdParty,Medium,273498.2,2022-10,0,0,65
SUP1876,Vietnam,Battery,75642,Aluminium,171153.1,2.4,3rdParty,Low,112806.3,2023-11,0,0,93
SUP1877,India,Camera,1903,Aluminium,2336.0,1.07,Internal,Medium,2057.2,2023-03,0,0,54
SUP1878,China,Screen,50581,Silicon,169261.6,3.25,Internal,High,150625.8,2023-06,0,0,72
SUP1879,Vietnam,Frame,72792,Aluminium,51691.6,0.66,Hybrid,High,45536.6,2023-06,0,0,77
SUP1880,USA,Camera,99706,Silicon,177493.7,2.41,Internal,High,242833.1,2023-03,0,0,71
SUP1881,USA,Frame,4333,Glass,6707.4,2.01,Hybrid,High,10927.6,2022-06,0,0,95
SUP1882,China,Frame,13270,Aluminium,45278.7,3.19,Internal,High,47908.2,2022-08,0,0,79
SUP1883,India,Chipset,22658,Silicon,24074.8,1.11,Hybrid,Medium,25552.8,2023-04,0,0,76
SUP1884,Vietnam,Camera,27998,Glass,75343.5,2.31,3rdParty,Medium,56307.2,2024-02,0,0,99
SUP1885,India,Frame,97917,Silicon,163241.3,1.45,Hybrid,High,140570.8,2022-09,1,0,50
SUP1886,USA,Chipset,27957,Lithium,55673.8,2.15,3rdParty,High,23320.3,2022-09,1,0,64
SUP1887,Vietnam,Frame,22584,Plastic,63907.6,3.08,Internal,Low,80825.1,2023-02,1,0,97
SUP1888,Vietnam,Chipset,25892,Aluminium,22990.3,0.99,Hybrid,Low,22174.4,2022-10,0,0,61
SUP1889,Germany,Chipset,84634,Aluminium,82569.2,0.85,Internal,Low,67102.6,2022-01,0,1,64
SUP1890,Germany,Frame,46511,Lithium,53968.5,0.9,Hybrid,High,40645.6,2022-03,0,0,82
SUP1891,China,Camera,91352,Plastic,109004.5,1.16,Internal,Medium,124660.3,2022-12,0,0,84
SUP1892,Vietnam,Chipset,76379,Plastic,90363.1,1.1,Internal,Medium,127830.4,2022-04,0,0,80
SUP1893,USA,Frame,19228,Lithium,29835.4,1.43,Hybrid,High,31293.5,2023-03,1,0,94
SUP1894,China,Screen,79533,Glass,221266.2,3.02,3rdParty,High,217816.3,2022-04,0,0,50
SUP1895,China,Camera,98047,Glass,490389.1,3.28,Internal,High,355110.7,2023-09,0,1,55
SUP1896,USA,Camera,22159,Aluminium,54991.0,2.27,Internal,Low,27531.2,2023-06,1,0,64
SUP1897,USA,Chipset,15372,Glass,13856.4,0.85,Hybrid,Low,17391.1,2024-01,1,0,99
SUP1898,Vietnam,Screen,86078,Aluminium,108296.1,1.7,Internal,Medium,116369.9,2024-02,1,0,62
SUP1899,USA,Frame,7259,Glass,7056.4,0.96,3rdParty,High,8681.3,2023-01,1,0,62
SUP1900,India,Battery,89078,Silicon,158724.8,2.23,Internal,Low,151057.1,2024-02,1,0,99
SUP1901,Vietnam,Frame,18545,Aluminium,32355.1,2.14,3rdParty,Medium,29192.0,2023-09,0,1,64
SUP1902,India,Screen,28821,Aluminium,70867.0,1.97,3rdParty,Medium,52987.1,2022-07,1,0,86
SUP1903,China,Screen,11467,Silicon,21146.3,2.02,3rdParty,Medium,22793.4,2022-08,0,0,97
SUP1904,China,Battery,31473,Lithium,29865.9,0.86,3rdParty,Medium,22098.6,2023-12,1,0,85
SUP1905,USA,Screen,60886,Lithium,103900.8,1.85,Hybrid,High,45170.2,2024-02,1,0,88
SUP1906,China,Camera,91893,Aluminium,214628.4,2.19,3rdParty,High,143355.2,2022-06,1,0,52
SUP1907,China,Chipset,27038,Silicon,95028.4,2.93,Hybrid,High,77454.9,2022-03,1,0,78
SUP1908,USA,Chipset,91485,Glass,75967.0,0.83,Hybrid,High,93412.9,2023-02,0,0,73
SUP1909,Vietnam,Camera,43348,Aluminium,127438.4,2.94,3rdParty,High,170681.7,2023-03,0,1,96
SUP1910,China,Frame,36194,Plastic,109103.7,2.61,3rdParty,Low,101655.5,2022-03,0,1,79
SUP1911,USA,Battery,28326,Aluminium,13801.2,0.7,3rdParty,High,19522.6,2023-04,1,1,50
SUP1912,Vietnam,Camera,16819,Aluminium,27887.5,2.37,3rdParty,High,39912.9,2022-07,0,0,99
SUP1913,Germany,Battery,7473,Glass,16533.9,2.24,Hybrid,High,18769.5,2023-09,1,0,80
SUP1914,Vietnam,Chipset,12002,Plastic,38413.7,2.89,Hybrid,High,40397.9,2023-02,0,0,50
SUP1915,China,Battery,15319,Plastic,19838.3,1.75,Internal,High,33477.7,2024-02,0,0,70
SUP1916,Vietnam,Frame,83277,Plastic,196861.9,2.77,Internal,Medium,193276.0,2024-02,1,0,78
SUP1917,Germany,Chipset,25022,Glass,69380.2,3.41,Hybrid,High,134433.9,2023-11,0,0,53
SUP1918,USA,Battery,59465,Plastic,168807.8,3.07,Internal,Medium,138685.1,2022-02,0,0,53
SUP1919,India,Screen,20644,Lithium,49525.1,1.98,Hybrid,High,53509.8,2022-10,0,0,88
SUP1920,India,Camera,14012,Silicon,47514.0,3.21,Hybrid,Medium,41549.1,2022-06,1,0,66
SUP1921,Vietnam,Screen,69582,Aluminium,167494.3,2.1,Internal,Medium,177831.6,2022-09,0,0,96
SUP1922,USA,Battery,60331,Silicon,46033.9,0.72,Hybrid,High,37646.4,2023-03,1,0,65
SUP1923,USA,Screen,80314,Plastic,84902.1,1.09,Internal,Medium,94195.7,2023-08,1,0,86
SUP1924,India,Battery,78755,Lithium,165621.7,1.77,Internal,Low,162771.4,2023-03,0,0,53
SUP1925,China,Battery,25283,Silicon,106946.0,3.48,Internal,Medium,89956.5,2022-03,0,1,88
SUP1926,India,Chipset,74398,Plastic,87415.4,1.17,3rdParty,Medium,80594.5,2023-04,1,0,86
SUP1927,USA,Screen,17925,Plastic,37437.0,1.89,Internal,Medium,37015.6,2023-06,0,0,59
SUP1928,China,Battery,65175,Glass,225843.8,3.21,Internal,Medium,212277.6,2023-02,0,0,74
SUP1929,Vietnam,Battery,92005,Silicon,239592.9,2.25,Hybrid,Medium,242742.5,2023-09,0,1,52
SUP1930,China,Camera,21455,Lithium,64291.0,2.98,Internal,Medium,75676.3,2023-02,1,0,82
SUP1931,India,Chipset,37672,Plastic,66809.4,1.69,Internal,Medium,73304.9,2023-05,0,0,53
SUP1932,India,Frame,68035,Plastic,238050.8,2.58,Hybrid,Medium,174158.8,2022-12,1,0,79
SUP1933,India,Camera,26236,Glass,28043.1,1.11,Hybrid,Medium,28601.3,2022-04,0,0,98
SUP1934,USA,Frame,7360,Aluminium,26070.8,2.95,3rdParty,Medium,25803.4,2022-10,0,0,81
SUP1935,Germany,Battery,1500,Lithium,1987.0,1.61,3rdParty,Low,2092.3,2022-11,0,0,83
SUP1936,Germany,Chipset,86237,Silicon,71667.2,0.76,Hybrid,Medium,62413.9,2023-12,0,0,73
SUP1937,China,Camera,24088,Aluminium,52185.9,2.54,Hybrid,High,64873.5,2022-12,0,0,69
SUP1938,Vietnam,Camera,69040,Lithium,62851.5,0.93,Hybrid,High,61178.8,2022-05,0,0,88
SUP1939,Vietnam,Frame,51300,Plastic,26928.8,0.61,3rdParty,High,32792.1,2023-10,1,0,50
SUP1940,USA,Frame,23695,Aluminium,23852.6,0.88,Internal,Medium,19719.6,2023-03,0,1,50
SUP1941,Germany,Battery,86759,Glass,275894.7,3.23,Hybrid,Medium,321208.2,2023-09,1,0,52
SUP1942,India,Screen,79303,Glass,201655.7,2.59,Hybrid,Medium,190274.0,2023-09,0,0,63
SUP1943,Germany,Frame,37176,Glass,107517.4,2.93,3rdParty,Medium,98476.6,2022-10,1,0,95
SUP1944,Germany,Chipset,23880,Lithium,22290.9,0.87,Internal,High,23625.5,2023-05,0,0,67
SUP1945,China,Screen,37734,Glass,59778.8,1.24,3rdParty,Medium,52690.9,2022-09,0,0,66
SUP1946,China,Screen,29183,Plastic,67471.3,2.92,Hybrid,High,82065.9,2023-11,1,1,54
SUP1947,China,Frame,83633,Aluminium,219747.2,2.73,3rdParty,Low,348087.0,2022-08,0,0,83
SUP1948,India,Battery,38204,Plastic,38226.9,1.06,Internal,High,48378.6,2022-10,0,0,63
SUP1949,Germany,Chipset,71218,Silicon,148920.2,2.28,Internal,Medium,163461.7,2023-12,0,0,53
SUP1950,China,Screen,31273,Aluminium,26348.1,0.84,Hybrid,High,24465.9,2022-10,1,0,70
SUP1951,Vietnam,Battery,6250,Silicon,7025.6,0.97,Internal,Low,7568.3,2023-03,0,0,58
SUP1952,India,Screen,49070,Plastic,149932.2,3.02,3rdParty,Medium,133196.3,2024-01,0,0,88
SUP1953,China,Screen,1058,Silicon,2200.7,1.77,Internal,High,1073.2,2022-04,1,0,86
SUP1954,China,Frame,44794,Aluminium,162790.6,2.61,3rdParty,High,166777.1,2023-10,0,0,57
SUP1955,Vietnam,Camera,84583,Silicon,213075.9,2.54,Internal,Medium,160708.2,2023-09,0,0,94
SUP1956,China,Screen,4646,Glass,7723.9,1.2,3rdParty,High,4698.0,2024-02,0,0,64
SUP1957,China,Screen,25512,Glass,34254.7,1.64,Internal,Low,28235.8,2022-09,0,1,85
SUP1958,Vietnam,Battery,48452,Glass,175921.1,3.41,Hybrid,Medium,208717.4,2022-01,0,0,95
SUP1959,India,Chipset,16064,Lithium,38824.8,2.4,Internal,Medium,28442.1,2022-01,0,0,98
SUP1960,USA,Screen,84336,Silicon,292219.9,3.38,Hybrid,High,319543.2,2022-03,0,0,88
SUP1961,India,Chipset,65703,Plastic,156886.8,2.84,Internal,Medium,131429.1,2024-02,0,1,91
SUP1962,Germany,Screen,81398,Aluminium,169038.1,1.99,3rdParty,Medium,149170.0,2022-06,1,0,69
SUP1963,China,Chipset,72428,Silicon,36482.6,0.55,3rdParty,Medium,36565.1,2022-05,0,0,72
SUP1964,Vietnam,Screen,18412,Plastic,30430.0,1.8,Hybrid,Low,32442.3,2023-09,0,0,96
SUP1965,USA,Chipset,51528,Glass,45028.8,0.82,Hybrid,High,32634.5,2023-01,0,0,68
SUP1966,China,Battery,84514,Plastic,239584.8,2.94,3rdParty,Medium,306659.8,2022-02,0,0,68
SUP1967,USA,Battery,57831,Plastic,199719.9,2.82,Hybrid,High,120799.5,2023-03,0,0,90
SUP1968,Vietnam,Frame,16636,Silicon,21021.4,1.69,3rdParty,Low,25080.5,2022-06,0,1,88
SUP1969,USA,Screen,56416,Lithium,53155.7,1.28,Internal,Low,105007.8,2022-04,1,0,75
SUP1970,Germany,Frame,96024,Aluminium,216394.1,2.71,Internal,Medium,330962.0,2022-02,0,0,50
SUP1971,Germany,Screen,9177,Lithium,10860.3,1.07,Hybrid,Low,7701.0,2022-05,0,0,61
SUP1972,India,Chipset,88858,Glass,348687.3,3.06,Internal,High,408304.5,2022-06,1,0,82
SUP1973,USA,Frame,25343,Plastic,17470.7,0.69,Hybrid,Medium,18070.8,2022-08,1,0,86
SUP1974,USA,Chipset,97643,Silicon,118543.0,1.2,3rdParty,Medium,92691.2,2022-06,0,0,81
SUP1975,Germany,Chipset,99979,Aluminium,158415.2,1.91,Hybrid,Low,186639.8,2023-12,0,0,56
SUP1976,USA,Battery,30394,Lithium,69471.6,2.77,Internal,Medium,77791.3,2022-04,0,0,57
SUP1977,USA,Screen,1129,Lithium,2058.7,1.87,3rdParty,High,1876.7,2024-01,0,0,69
SUP1978,USA,Screen,95965,Lithium,461133.2,3.48,Hybrid,Medium,395200.8,2022-12,0,0,65
SUP1979,Germany,Camera,61285,Glass,86532.1,1.71,Hybrid,Medium,92769.8,2022-07,1,0,65
SUP1980,USA,Camera,66206,Lithium,137974.2,3.17,Internal,Medium,188161.4,2023-11,0,0,90
SUP1981,India,Camera,53776,Silicon,32595.5,0.66,Internal,High,33973.3,2022-08,1,0,69
SUP1982,Vietnam,Frame,18540,Lithium,19549.5,1.15,Hybrid,Low,26948.2,2022-08,0,0,69
SUP1983,USA,Screen,50546,Silicon,137714.4,2.41,3rdParty,Medium,159161.4,2023-11,0,1,77
SUP1984,India,Screen,12957,Silicon,37471.4,3.2,Hybrid,Medium,40050.4,2022-09,0,0,68
SUP1985,USA,Camera,23706,Silicon,27285.0,0.76,3rdParty,High,21747.8,2022-05,0,0,73
SUP1986,Vietnam,Frame,76676,Glass,115645.1,2.42,Hybrid,Low,143721.9,2022-01,0,0,87
SUP1987,India,Chipset,3056,Glass,7933.1,2.31,3rdParty,High,9231.9,2024-01,1,1,89
SUP1988,China,Chipset,26574,Aluminium,99617.2,2.66,3rdParty,High,67975.6,2023-10,1,0,87
SUP1989,Germany,Screen,81746,Silicon,133866.2,1.34,Hybrid,Medium,119078.3,2022-09,0,0,57
SUP1990,Vietnam,Battery,84220,Plastic,102000.7,1.11,Internal,Medium,74923.0,2023-06,0,0,94
SUP1991,USA,Chipset,49673,Glass,123573.6,2.66,Hybrid,Medium,152952.9,2023-08,0,1,78
SUP1992,USA,Battery,38918,Silicon,82121.3,2.31,Hybrid,High,76855.5,2023-02,1,0,95
SUP1993,Vietnam,Frame,19991,Silicon,31673.6,1.26,Hybrid,High,25328.1,2023-02,0,0,71
SUP1994,India,Screen,46819,Aluminium,108274.9,2.59,Hybrid,Medium,109948.6,2023-04,0,0,59
SUP1995,USA,Frame,57317,Glass,51897.1,1.04,3rdParty,Medium,68670.3,2023-03,0,0,80
SUP1996,Vietnam,Screen,87778,Glass,54233.5,0.67,Internal,Low,57812.3,2023-04,0,0,52
SUP1997,USA,Screen,5752,Lithium,8730.9,1.48,Hybrid,Medium,6950.4,2022-02,1,1,51
SUP1998,Vietnam,Frame,28332,Glass,13813.4,0.52,3rdParty,High,12876.2,2022-08,0,0,53
SUP1999,China,Battery,58966,Aluminium,69567.7,1.02,Internal,Medium,61835.3,2023-02,1,0,89
